text,language
ராக்கிங்கில் ஈடுபட்ட 22 ஐ.ஐ.டி மாணவர்கள் சஸ்பெண்ட்,tamil
இளைஞர்களை குறிவைக்கும் ‘மோமோ’சவால்,tamil
சுதந்திரமாக இயங்கும் பயங்கரவாத அமைப்புகள்,tamil
தொழிலதிபரை கடத்த ஆயுதங்களுடன் சுற்றிய கும்பல்,tamil
திரையரங்குகளில் தேசிய கீதம் கட்டாயமில்லை: உச்சநீதிமன்றம்,tamil
15 நாட்களாக குகைக்குள் தவித்த சிறுவர்கள்: வீரர்களின் முயற்சியால் 4 பேர் பத்திரமாக மீட்பு,tamil
இந்துஸ்தானி இசைக்கலைஞர் அன்னபூர்ணா தேவி காலமானார்!,tamil
கருணைக் கொலை செய்யுங்கள்.. ராஜீவ் கொலை வழக்கு கைதி கதறல்,tamil
மெல்போர்ன் டெஸ்ட்: வெற்றியை நோக்கி இந்திய அணி!,tamil
அடக்கொடுமையே! காணாமல் போன சிறுமி குழந்தையுடன் வந்தார்: நீதிபதிகள் அதிர்ச்சி,tamil
ரூபாய் நோட்டு விவகாரத்தில் ஏஜெண்டாக செயல்பட்ட மோடி.... மம்தா குற்றச்சாட்டு,tamil
புதிய ஜனாதிபதிக்கு நீதிபதி கர்ணன் திடீர் மனு,tamil
ஊழலுக்கு எதிரானவர்கள் எனக்கு உறவினர்கள்: கமல்ஹாசன்,tamil
பேச்சுவார்த்தையில் உடன்பாடு: செவிலியர்கள் போராட்டம் வாபஸ்,tamil
தீபிகா - ரன்வீர் ஜோடி திருமண நிகழ்ச்சி: இத்தாலியில் பலத்த பாதுகாப்பு,tamil
201 9ஆம் ஆண்டிலும் உள்ளாட்சி தேர்தல் முடியாத நிலை ! உயர்நீதிமன்றம் அதிருப்தி ,tamil
பிராக்டிஸ் பண்ற ஐடியா இல்லையா ?  ரூமில் முடங்கியதா இந்திய அணி ?,tamil
புழல் சிறையில் ரவுடி கொலை: 4 காவலர்களுக்கு நோட்டீஸ்,tamil
ஏர்செல்-மேக்சிஸ் வழக்கு: முன்ஜாமீன் கேட்கும் ப.சிதம்பரம்,tamil
மக்கள் வெள்ளத்தில் ஸ்ரீதேவியின் இறுதி ஊர்வலம் !,tamil
